"name" , "web_page" , "domain" , "country"
"Sri Lanka Institute of Information Technology (SLIT)" , "http://www.sliit.lk/" , "sliit.lk" , "Sri Lanka" 
"University of Colombo" , "http://www.cmb.ac.lk/" , "cmb.ac.lk" , "Sri Lanka" 
"University of Jaffna" , "http://www.jfn.ac.lk/" , "jfn.ac.lk" , "Sri Lanka" 
"University of Kelaniya" , "http://www.kln.ac.lk/" , "kln.ac.lk" , "Sri Lanka" 
"University of Moratuwa" , "http://www.mrt.ac.lk/" , "mrt.ac.lk" , "Sri Lanka" 
"University of Peradeniya" , "http://www.pdn.ac.lk/" , "pdn.ac.lk" , "Sri Lanka" 
"University of Ruhuna" , "http://www.ruh.ac.lk/" , "ruh.ac.lk" , "Sri Lanka" 
"University of Sri Jayawardenapura" , "http://www.sjp.ac.lk/" , "sjp.ac.lk" , "Sri Lanka" 
"University of the Visual &amp; Performing Arts" , "http://www.vpa.ac.lk/" , "vpa.ac.lk" , "Sri Lanka" 
"Uva Wellassa University" , "http://www.uwu.ac.lk/" , "uwu.ac.lk" , "Sri Lanka" 
"Wayamba University of Sri Lanka" , "http://www.wyb.ac.lk/" , "wyb.ac.lk" , "Sri Lanka" 
"Ahfad University for Women" , "http://www.ahfad.edu.sd/" , "ahfad.edu.sd" , "Sudan" 
"Al Fashir University" , "http://www.fashir.edu.sd/" , "fashir.edu.sd" , "Sudan" 
"Al-Zaiem Al-Azhari University" , "http://www.aau.edu.sd/" , "aau.edu.sd" , "Sudan" 
"Bakht Er-Ruda University" , "http://www.bakhtalruda.edu.sd/" , "bakhtalruda.edu.sd" , "Sudan" 
"Bayan College for Science &amp; Technology" , "http://www.bayantech.edu/" , "bayantech.edu" , "Sudan" 
"Blue Nile University" , "http://www.bnu.edu.sd/" , "bnu.edu.sd" , "Sudan" 
"Canadian Sudanese College" , "http://www.ccs.edu.sd/" , "ccs.edu.sd" , "Sudan" 
"Dalanj University" , "http://www.dalanjuniversity.edu.sd/" , "dalanjuniversity.edu.sd" , "Sudan" 
"Elrazi College Of Medical &amp; Technological Sciences" , "http://www.elrazicollege.net/" , "elrazicollege.net" , "Sudan" 
"Gezira College of Technology" , "http://www.geziracollege.edu.sd/" , "geziracollege.edu.sd" , "Sudan" 
"High Institute for Banking &amp; Financial Studies" , "http://www.hibfs.edu.sd/" , "hibfs.edu.sd" , "Sudan" 
"International University of Africa (IUA)" , "http://www.iua.edu.sd/" , "iua.edu.sd" , "Sudan" 
"Kassala University" , "http://www.kassalauni.edu.sd/" , "kassalauni.edu.sd" , "Sudan" 
"National College for Medical and Technical Studies" , "http://www.nc.edu.sd/" , "nc.edu.sd" , "Sudan" 
"National Ribat University" , "http://www.ribat.edu.sd/" , "ribat.edu.sd" , "Sudan" 
"Neelain University" , "http://www.neelain.edu.sd/" , "neelain.edu.sd" , "Sudan" 
"Nile Valley University" , "http://www.nilevalley.edu.sd/" , "nilevalley.edu.sd" , "Sudan" 
"Omdurman Ahlia University" , "http://www.oau.edu.sd/" , "oau.edu.sd" , "Sudan" 
"Omdurman Islamic University" , "http://www.oiu.edu.sd/" , "oiu.edu.sd" , "Sudan" 
"Open University of Sudan (OUS)" , "http://www.ous.edu.sd/" , "ous.edu.sd" , "Sudan" 
"Red Sea University" , "http://www.rsu.edu.sd/" , "rsu.edu.sd" , "Sudan" 
"Shendi University" , "http://www.ush.sd/" , "ush.sd" , "Sudan" 
"Sinnar University" , "http://www.sinnaruniv.edu.sd/" , "sinnaruniv.edu.sd" , "Sudan" 
"Sudan Academy of Sciences" , "http://www.sas-sd.net/" , "sas-sd.net" , "Sudan" 
"Sudan University for Science and Technology" , "http://www.sustech.edu/" , "sustech.edu" , "Sudan" 
"University of Dongola" , "http://www.uofd.edu.sd/" , "uofd.edu.sd" , "Sudan" 
"University of El Imam El Mahdi University" , "http://www.elmahdi.edu.sd/" , "elmahdi.edu.sd" , "Sudan" 
"University of Gadarif" , "http://www.gaduniv.edu.sd/" , "gaduniv.edu.sd" , "Sudan" 
"University of Gezira" , "http://www.uofg.edu.sd/" , "uofg.edu.sd" , "Sudan" 
"University of Holy Quran and Islamic Siences" , "http://www.quran-unv.edu.sd/" , "quran-unv.edu.sd" , "Sudan" 
"University of Khartoum" , "http://www.uofk.edu/" , "uofk.edu" , "Sudan" 
"University of Kordofan" , "http://www.kordofan.edu.sd/" , "kordofan.edu.sd" , "Sudan" 
"University Of Medical Sciences &amp; Technology (UMST)" , "http://www.umst-edu.com/" , "umst-edu.com" , "Sudan" 
"University of Science and Technology" , "http://www.ust.edu.sd/" , "ust.edu.sd" , "Sudan" 
"Upper Nile University" , "http://www.unu.edu.sd/" , "unu.edu.sd" , "Sudan" 
"Anton de Kom University" , "http://www.uvs.edu/" , "uvs.edu" , "Suriname" 
"University of Swaziland" , "http://www.uniswa.sz/" , "uniswa.sz" , "Swaziland" 
"Blekinge Institute of Technology" , "http://www.bth.se/" , "bth.se" , "Sweden" 
"Chalmers University of Technology" , "http://www.chalmers.se/" , "chalmers.se" , "Sweden" 
"Dalarna University College" , "http://www.du.se/" , "du.se" , "Sweden" 
"Free University Stockholm" , "http://www.stockholm-fu.com/" , "stockholm-fu.com" , "Sweden" 
"Göteborg University" , "http://www.gu.se/" , "gu.se" , "Sweden" 
"Gotland University College" , "http://www.hgo.se/" , "hgo.se" , "Sweden" 
"Halmstad University College" , "http://www.hh.se/" , "hh.se" , "Sweden" 
"Jönköping University College" , "http://www.hj.se/" , "hj.se" , "Sweden" 
"Jönköping University College of Health Sciences" , "http://www.hj.se/hhj/" , "hj.se" , "Sweden" 
"Kalmar University College" , "http://www.hik.se/" , "hik.se" , "Sweden" 
"Karlstad University" , "http://www.kau.se/" , "kau.se" , "Sweden" 
"Karolinska Institute Stockholm" , "http://www.ki.se/" , "ki.se" , "Sweden" 
"Linköping University" , "http://www.liu.se/" , "liu.se" , "Sweden" 
"Lulea University of Technology" , "http://www.luth.se/" , "luth.se" , "Sweden" 
"Lund University" , "http://www.lu.se/" , "lu.se" , "Sweden" 
"Mälardalen University" , "http://www.mdh.se/" , "mdh.se" , "Sweden" 
"Malmö University College" , "http://www.mah.se/" , "mah.se" , "Sweden" 
"Mid-Sweden University" , "http://www.miun.se/" , "miun.se" , "Sweden" 
"Nordic School of Public Health" , "http://www.nhv.se/" , "nhv.se" , "Sweden" 
"Örebro University" , "http://www.oru.se/" , "oru.se" , "Sweden" 
"Royal lnstitute of Technology" , "http://www.kth.se/" , "kth.se" , "Sweden" 
"School of Design and Crafts" , "http://www.hdk.gu.se/" , "hdk.gu.se" , "Sweden" 
"Södertörn University College" , "http://www.sh.se/" , "sh.se" , "Sweden" 
"Stockholm Institute of Education" , "http://www.lhs.se/" , "lhs.se" , "Sweden" 
"Stockholm School of Economics" , "http://www.hhs.se/" , "hhs.se" , "Sweden" 
"Stockholm University" , "http://www.su.se/" , "su.se" , "Sweden" 
"Swedish University of Agricultural Sciences" , "http://www.slu.se/" , "slu.se" , "Sweden" 
"Umea University" , "http://www.umu.se/" , "umu.se" , "Sweden" 
"University College of Arts, Crafts and Design" , "http://www.konstfack.se/" , "konstfack.se" , "Sweden" 
"University College of Borås" , "http://www.hb.se/" , "hb.se" , "Sweden" 
"University College of Gävle" , "http://www.hig.se/" , "hig.se" , "Sweden" 
"University College of Kristianstad" , "http://www.hkr.se/" , "hkr.se" , "Sweden" 
"University College of Skövde" , "http://www.his.se/" , "his.se" , "Sweden" 
"University College of Trollhättan/Uddevalla" , "http://www.htu.se/" , "htu.se" , "Sweden" 
"Uppsala University" , "http://www.uu.se/" , "uu.se" , "Sweden" 
"Växjö University" , "http://www.vxu.se/" , "vxu.se" , "Sweden" 
"World Maritime University" , "http://www.wmu.se/" , "wmu.se" , "Sweden" 
"Business and Hotel Management School" , "http://www.bhms.ch/" , "bhms.ch" , "Switzerland" 
"Business School Lausanne (BSL)" , "http://www.bsl-lausanne.ch/" , "bsl-lausanne.ch" , "Switzerland" 
"Cubidor University Switzerland" , "http://www.cubidor.com/" , "cubidor.com" , "Switzerland" 
"DCT International Hotel &amp; Business Management School" , "http://www.dct.ch/" , "dct.ch" , "Switzerland" 
"European Graduate School, Media &amp; Communications" , "http://www.egs.edu/" , "egs.edu" , "Switzerland" 
"European University" , "http://www.euruni.edu/" , "euruni.edu" , "Switzerland" 
"Fachhochschule Pur" , "http://www.phw.info/" , "phw.info" , "Switzerland" 
"Franklin College Switzerland" , "http://www.fc.edu/" , "fc.edu" , "Switzerland" 
"Geneva Business School" , "http://www.gbs-ge.ch/" , "gbs-ge.ch" , "Switzerland" 
"Glion Institute of Higher Education" , "http://www.glion.edu/" , "glion.edu" , "Switzerland" 
"Graduate School of Business Administration Zurich (GSBA Zurich)" , "http://www.gsba.ch/" , "gsba.ch" , "Switzerland" 
"Hochschule für Gestaltung und Kunst Zürich" , "http://www.hgkz.ch/" , "hgkz.ch" , "Switzerland" 
"International Culinary Institute (ICI)" , "http://www.ici-luzern.com/" , "ici-luzern.com" , "Switzerland" 
"International Hotel Management Institute" , "http://www.imi-luzern.com/" , "imi-luzern.com" , "Switzerland" 
"International School of Business Management" , "http://www.isbm-school.com/" , "isbm-school.com" , "Switzerland" 
"International University in Geneva" , "http://www.iun.ch/" , "iun.ch" , "Switzerland" 
"Lausanne Hotel School (EHL)" , "http://www.ehl.ch/" , "ehl.ch" , "Switzerland" 
"Les Roches Gruyère University of Applied Sciences" , "http://www.lrguas.ch/" , "lrguas.ch" , "Switzerland" 
"Les Roches International School of Hotel Management" , "http://www.lesroches.edu/" , "lesroches.edu" , "Switzerland" 
"Libera Università degli Studi di Scienze Umane e Tecnologiche" , "http://www.uniludes.ch/" , "uniludes.ch" , "Switzerland" 
"Lucerne University of Applied Sciences and Arts" , "http://www.hslu.ch/" , "hslu.ch" , "Switzerland" 
"NTB Interstate University of Applied Sciences of Technology" , "http://www.ntb.ch/" , "ntb.ch" , "Switzerland" 
"Pädagogische Hochschule Zürich (Zurich School of Education)" , "http://www.phzh.ch/" , "phzh.ch" , "Switzerland" 
"Schiller International University, American College of Switzerland" , "http://www.american-college.com/" , "american-college.com" , "Switzerland" 
"Swiss Business School Zurich (SBS)" , "http://www.sbs.edu/" , "sbs.edu" , "Switzerland" 
"Swiss Federal Institute of Technology, Lausanne" , "http://www.epfl.ch/" , "epfl.ch" , "Switzerland" 
"Swiss Federal Institute of Technology, Zurich" , "http://www.ethz.ch/" , "ethz.ch" , "Switzerland" 
"Swiss Management Center" , "http://www.swissmc.ch/" , "swissmc.ch" , "Switzerland" 
"University Center &quot;César Ritz&quot;" , "http://www.uccr.edu/" , "uccr.edu" , "Switzerland" 
"University of Applied Sciences Aargau" , "http://www.fh-aargau.ch/" , "fh-aargau.ch" , "Switzerland" 
"University of Applied Sciences Basel (FHBB )" , "http://www.fhbb.ch/" , "fhbb.ch" , "Switzerland" 
"University of Applied Sciences Chur" , "http://www.fh-htachur.ch/" , "fh-htachur.ch" , "Switzerland" 
"University of Applied Sciences Rapperswil" , "http://www.hsr.ch/" , "hsr.ch" , "Switzerland" 
"University of Applied Sciences Solothurn Northwestern Switzerland" , "http://www.fhso.ch/" , "fhso.ch" , "Switzerland" 
"University of Basel" , "http://www.unibas.ch/" , "unibas.ch" , "Switzerland" 
"University of Berne" , "http://www.unibe.ch/" , "unibe.ch" , "Switzerland" 
"University of Fribourg" , "http://www.unifr.ch/" , "unifr.ch" , "Switzerland" 
"University of Geneva" , "http://www.unige.ch/" , "unige.ch" , "Switzerland" 
"University of Lausanne" , "http://www.unil.ch/" , "unil.ch" , "Switzerland" 
"University of Lucerne" , "http://www.unilu.ch/" , "unilu.ch" , "Switzerland" 
"University of Neuchatel" , "http://www.unine.ch/" , "unine.ch" , "Switzerland" 
"University of St. Gallen" , "http://www.unisg.ch/" , "unisg.ch" , "Switzerland" 
"University of Switzerland" , "http://www.swissu.org/" , "swissu.org" , "Switzerland" 
"University of the Italian-speaking Part of Switzerland" , "http://www.unisi.ch/" , "unisi.ch" , "Switzerland" 
"University of Zürich" , "http://www.unizh.ch/" , "unizh.ch" , "Switzerland" 
"Victoria University" , "http://www.victoria-uni.ch/" , "victoria-uni.ch" , "Switzerland" 
"Webster University Geneva" , "http://www.webster.ch/" , "webster.ch" , "Switzerland" 
"Zurich University of Applied Sciences Winterthur" , "http://www.zhwin.ch/" , "zhwin.ch" , "Switzerland" 
"Al-Baath University" , "http://www.albaath-univ.edu.sy/" , "albaath-univ.edu.sy" , "Syria" 
"Al-Wataniya Private University" , "http://www.wpu.edu.sy/" , "wpu.edu.sy" , "Syria" 
"Arab European University" , "http://www.aiu.edu.sy/" , "aiu.edu.sy" , "Syria" 
"Damascus University" , "http://www.damascusuniversity.edu.sy/" , "damascusuniversity.edu.sy" , "Syria" 
"Higher Institute of Business Administration" , "http://www.hiba.edu.sy/" , "hiba.edu.sy" , "Syria" 
"International University for Science &amp; Technology" , "http://www.iust.edu.sy/" , "iust.edu.sy" , "Syria" 
"Ittihad Private University" , "http://www.ipu.edu.sy/" , "ipu.edu.sy" , "Syria" 
"Mamoun Private University for Science and Technology" , "http://www.must.edu.sy/" , "must.edu.sy" , "Syria" 
"Syrian International Private University for Science &amp; Technology" , "http://www.siust.edu.sy/" , "siust.edu.sy" , "Syria" 
"Syrian Virtual University" , "http://www.svuonline.org/" , "svuonline.org" , "Syria" 
"Tishreen University" , "http://www.tishreen.edu.sy/" , "tishreen.edu.sy" , "Syria" 
"University of Aleppo" , "http://www.alepuniv.edu.sy/" , "alepuniv.edu.sy" , "Syria" 
"University of Kalamoon" , "http://www.uok.edu.sy/" , "uok.edu.sy" , "Syria" 
"Wadi International University" , "http://www.wiu.edu.sy/" , "wiu.edu.sy" , "Syria" 
"Yarmouk Private University" , "http://www.ypu.edu.sy/" , "ypu.edu.sy" , "Syria" 
"Aletheia University" , "http://www.au.edu.tw/" , "au.edu.tw" , "Taiwan" 
"Central Police University" , "http://www.cpu.edu.tw/" , "cpu.edu.tw" , "Taiwan" 
"Chang Gung University" , "http://www.cgu.edu.tw/" , "cgu.edu.tw" , "Taiwan" 
"Chang Jung University" , "http://www.cju.edu.tw/" , "cju.edu.tw" , "Taiwan" 
"Chao Yang University of Science and Technology" , "http://www.cyut.edu.tw/" , "cyut.edu.tw" , "Taiwan" 
"Chia Nana College of Pharmacy and Science" , "http://www.chna.edu.tw/" , "chna.edu.tw" , "Taiwan" 
"China Medical College" , "http://www.cmc.edu.tw/" , "cmc.edu.tw" , "Taiwan" 
"Chinese Culture University" , "http://www.pccu.edu.tw/" , "pccu.edu.tw" , "Taiwan" 
"Ching Kuo Institue of Management &amp; Health" , "http://www.cku.edu.tw/" , "cku.edu.tw" , "Taiwan" 
"Chung Hua University" , "http://www.chu.edu.tw/" , "chu.edu.tw" , "Taiwan" 
"Chung Shan Medical and Dental College" , "http://www.csmc.edu.tw/" , "csmc.edu.tw" , "Taiwan" 
"Chung Yuan Christian University" , "http://www.cycu.edu.tw/" , "cycu.edu.tw" , "Taiwan" 
"Da-Yeh University" , "http://www.dyu.edu.tw/" , "dyu.edu.tw" , "Taiwan" 
"Feng Chia University" , "http://www.fcu.edu.tw/" , "fcu.edu.tw" , "Taiwan" 
"Fu Jen Catholic University" , "http://www.fju.edu.tw/" , "fju.edu.tw" , "Taiwan" 
"Hsuan Chuang University" , "http://www.hcu.edu.tw/" , "hcu.edu.tw" , "Taiwan" 
"Huafan University" , "http://www.hfu.edu.tw/" , "hfu.edu.tw" , "Taiwan" 
"I-Shou University" , "http://www.isu.edu.tw/" , "isu.edu.tw" , "Taiwan" 
"Kaohsiung Medical College" , "http://www.kmc.edu.tw/" , "kmc.edu.tw" , "Taiwan" 
"Kaohsuing Open University" , "http://www.ouk.edu.tw/" , "ouk.edu.tw" , "Taiwan" 
"Kung Shan Institute of Technology" , "http://www.ksit.edu.tw/" , "ksit.edu.tw" , "Taiwan" 
"Kun Shan University" , "http://www.ksu.edu.tw/" , "ksu.edu.tw" , "Taiwan" 
"Ling Tung University" , "http://www.ltc.edu.tw/" , "ltc.edu.tw" , "Taiwan" 
"LungHwa University of Science and Technology" , "http://www.lhu.edu.tw/" , "lhu.edu.tw" , "Taiwan" 
"Ming Chuan University" , "http://www.mcu.edu.tw/" , "mcu.edu.tw" , "Taiwan" 
"Nanhua University" , "http://www.nhu.edu.tw/" , "nhu.edu.tw" , "Taiwan" 
"National Central University" , "http://www.ncu.edu.tw/" , "ncu.edu.tw" , "Taiwan" 
"National Changhua University of Education" , "http://www.ncue.edu.tw/" , "ncue.edu.tw" , "Taiwan" 
"National Chengchi University" , "http://www.nccu.edu.tw/" , "nccu.edu.tw" , "Taiwan" 
"National Cheng Kung University" , "http://english.web.ncku.edu.tw/" , "english.web.ncku.edu.tw" , "Taiwan" 
"National Chiao Tung University" , "http://www.nctu.edu.tw/" , "nctu.edu.tw" , "Taiwan" 
"National Chiayi University" , "http://www.ncyu.edu.tw/" , "ncyu.edu.tw" , "Taiwan" 
"National Chi Nan University" , "http://www.ncnu.edu.tw/" , "ncnu.edu.tw" , "Taiwan" 
"National Chung Cheng University" , "http://www.ccu.edu.tw/" , "ccu.edu.tw" , "Taiwan" 
"National Chung Hsing University, Taichung" , "http://www.nchu.edu.tw/" , "nchu.edu.tw" , "Taiwan" 
"National Chung Hsing University, Taipei" , "http://www.nchulc.edu.tw/" , "nchulc.edu.tw" , "Taiwan" 
"National College of Physical Education and Sports" , "http://www.ncpes.edu.tw/" , "ncpes.edu.tw" , "Taiwan" 
"National Dong Hwa University" , "http://www.ndhu.edu.tw/" , "ndhu.edu.tw" , "Taiwan" 
"National Formosa University" , "http://www.nfu.edu.tw/" , "nfu.edu.tw" , "Taiwan" 
"National Hsin-Chu Teachers College" , "http://www.nhctc.edu.tw/" , "nhctc.edu.tw" , "Taiwan" 
"National Hualien Teachers College" , "http://www.nhltc.edu.tw/" , "nhltc.edu.tw" , "Taiwan" 
"National Ilan University" , "http://www.niu.edu.tw/" , "niu.edu.tw" , "Taiwan" 
"National Institute of the Arts" , "http://www.nia.edu.tw/" , "nia.edu.tw" , "Taiwan" 
"National Kaohsiung First University of Science and Technology" , "http://www.nkfu.edu.tw/" , "nkfu.edu.tw" , "Taiwan" 
"National Kaohsiung Normal University" , "http://www.nknu.edu.tw/" , "nknu.edu.tw" , "Taiwan" 
"National Kaohsiung University of Applied Sciences" , "http://www.kuas.edu.tw/" , "kuas.edu.tw" , "Taiwan" 
"National Open University" , "http://www.nou.edu.tw/" , "nou.edu.tw" , "Taiwan" 
"National Pingtung Teachers College" , "http://www.npttc.edu.tw/" , "npttc.edu.tw" , "Taiwan" 
"National Pingtung University of Science and Technology" , "http://www.npust.edu.tw/" , "npust.edu.tw" , "Taiwan" 
"National Sun Yat-Sen University" , "http://www.nsysu.edu.tw/" , "nsysu.edu.tw" , "Taiwan" 
"National Taichung Teachers College" , "http://www.ntctc.edu.tw/" , "ntctc.edu.tw" , "Taiwan" 
"National Tainan Teachers College" , "http://www.ntntc.edu.tw/" , "ntntc.edu.tw" , "Taiwan" 
"National Taipei College of Nursing" , "http://www.ntcn.edu.tw/" , "ntcn.edu.tw" , "Taiwan" 
"National Taipei Teachers College" , "http://www.ntptc.edu.tw/" , "ntptc.edu.tw" , "Taiwan" 
"National Taipei University" , "http://www.ntpu.edu.tw/" , "ntpu.edu.tw" , "Taiwan" 
"National Taipei University of Technology" , "http://www.ntut.edu.tw/" , "ntut.edu.tw" , "Taiwan" 
"National Taitung Teachers College" , "http://www.ntttc.edu.tw/" , "ntttc.edu.tw" , "Taiwan" 
"National Taiwan College of Arts" , "http://www.ntca.edu.tw/" , "ntca.edu.tw" , "Taiwan" 
"National Taiwan College of Physical Education and Sports" , "http://www.ntcpe.edu.tw/" , "ntcpe.edu.tw" , "Taiwan" 
"National Taiwan College of the Arts" , "http://www.ntca.edu.tw/" , "ntca.edu.tw" , "Taiwan" 
"National Taiwan Normal University" , "http://www.ntnu.edu.tw/" , "ntnu.edu.tw" , "Taiwan" 
"National Taiwan Ocean University" , "http://www.ntou.edu.tw/" , "ntou.edu.tw" , "Taiwan" 
"National Taiwan University" , "http://www.ntu.edu.tw/" , "ntu.edu.tw" , "Taiwan" 
"National Taiwan University of Science and Technology" , "http://www.ntust.edu.tw/" , "ntust.edu.tw" , "Taiwan" 
"National Tsinghua University" , "http://www.nthu.edu.tw/" , "nthu.edu.tw" , "Taiwan" 
"National United University" , "http://www.nuu.edu.tw/" , "nuu.edu.tw" , "Taiwan" 
"National University of Kaohsiung" , "http://www.nuk.edu.tw/" , "nuk.edu.tw" , "Taiwan" 
"National Yang Ming Medical College" , "http://www.ym.edu.tw/" , "ym.edu.tw" , "Taiwan" 
"National Yunlin University of Science and Technology" , "http://www.yuntech.edu.tw/" , "yuntech.edu.tw" , "Taiwan" 
"Providence University" , "http://www.pu.edu.tw/" , "pu.edu.tw" , "Taiwan" 
"Shih Chien University" , "http://www.scc.edu.tw/" , "scc.edu.tw" , "Taiwan" 
"Shih Hsin University" , "http://www.shu.edu.tw/" , "shu.edu.tw" , "Taiwan" 
"Soochow University" , "http://www.scu.edu.tw/" , "scu.edu.tw" , "Taiwan" 
"Southern Taiwan University of Technology" , "http://www.stut.edu.tw/" , "stut.edu.tw" , "Taiwan" 
"St. John's &amp; St. Mary's Institute of Technology" , "http://www.sjsmit.edu.tw/" , "sjsmit.edu.tw" , "Taiwan" 
"TaiChung Healthcare and Management University" , "http://www.thmu.edu.tw/" , "thmu.edu.tw" , "Taiwan" 
"Tainan National College of the Arts" , "http://www.tnca.edu.tw/" , "tnca.edu.tw" , "Taiwan" 
"Taipei Medical College" , "http://www.tmc.edu.tw/" , "tmc.edu.tw" , "Taiwan" 
"Taipei Municipal Teachers College" , "http://www.tmtc.edu.tw/" , "tmtc.edu.tw" , "Taiwan" 
"Taipei Physical Education College" , "http://www.tpec.edu.tw/" , "tpec.edu.tw" , "Taiwan" 
"Tamkang University" , "http://www.tku.edu.tw/" , "tku.edu.tw" , "Taiwan" 
"Tatung Institute of Technology" , "http://www.ttit.edu.tw/" , "ttit.edu.tw" , "Taiwan" 
"TaTung University" , "http://www.ttu.edu.tw/" , "ttu.edu.tw" , "Taiwan" 
"Tunghai University" , "http://www.thu.edu.tw/" , "thu.edu.tw" , "Taiwan" 
"Tzu Chi College of Medicine and Humanities" , "http://www.tcu.edu.tw/" , "tcu.edu.tw" , "Taiwan" 
"Yuan Ze University" , "http://www.yzu.edu.tw/" , "yzu.edu.tw" , "Taiwan" 
"Tajik Agrarian University" , "http://www.tajagroun.tj/" , "tajagroun.tj" , "Tajikistan" 
"Tajikistan International University" , "http://www.tiu.tj/" , "tiu.tj" , "Tajikistan" 
"Tajik National University" , "http://tgnu.tarena.tj/" , "tgnu.tarena.tj" , "Tajikistan" 
"African Virtual University" , "http://www.avu.org/" , "avu.org" , "Tanzania" 
"Aga Khan University" , "http://www.aku.edu/" , "aku.edu" , "Tanzania" 
"Dares Salaam Institute of Technology" , "http://www.dit.ac.tz/" , "dit.ac.tz" , "Tanzania" 
"Hubert Kairuki Memorial University" , "http://www.hkmu.ac.tz/" , "hkmu.ac.tz" , "Tanzania" 
"Institute of Accountancy Arusha" , "http://www.iaa.ac.tz/" , "iaa.ac.tz" , "Tanzania" 
"Institute of Finance Management" , "http://www.ifm.ac.tz/" , "ifm.ac.tz" , "Tanzania" 
"International Medical &amp; Technological University" , "http://www.imtu.edu/index.htm" , "imtu.edu" , "Tanzania" 
"Kilimanjaro Christian Medical College" , "http://www.kcmc.ac.tz/" , "kcmc.ac.tz" , "Tanzania" 
"Moshi University College of Cooperative and Business Studies" , "http://www.muccobs.ac.tz/" , "muccobs.ac.tz" , "Tanzania" 
"Mount Meru University" , "http://www.mmu.ac.tz/" , "mmu.ac.tz" , "Tanzania" 
"Muhimbili University of Health and Allied Sciences (MUHAS)" , "http://www.muchs.ac.tz/" , "muchs.ac.tz" , "Tanzania" 
"Mwalimu Nyerere Memorial Academy" , "http://www.mnma.ac.tz/" , "mnma.ac.tz" , "Tanzania" 
"Mzumbe University (Chuo Kikuu Mzumbe)" , "http://www.mzumbe.ac.tz/" , "mzumbe.ac.tz" , "Tanzania" 
"Open University of Tanzania" , "http://www.out.ac.tz/" , "out.ac.tz" , "Tanzania" 
"Sebatian Kolowa University College" , "http://www.sekuco.org/" , "sekuco.org" , "Tanzania" 
"Sokoine University of Agriculture" , "http://www.suanet.ac.tz/" , "suanet.ac.tz" , "Tanzania" 
"St. Augustine University of Tanzania" , "http://www.saut.ac.tz/" , "saut.ac.tz" , "Tanzania" 
"St. Joseph Group of Institutes" , "http://www.stjosephtanzania.com/sjcet/index.html" , "stjosephtanzania.com" , "Tanzania" 
"Tumaini University - Iringa University College" , "http://www.tumaini.ac.tz/" , "tumaini.ac.tz" , "Tanzania" 
"University of Dar Es Salaam" , "http://www.udsm.ac.tz/" , "udsm.ac.tz" , "Tanzania" 
"University of Dodoma" , "http://www.udom.ac.tz/" , "udom.ac.tz" , "Tanzania" 
"Asian Institute of Technology" , "http://www.ait.ac.th/" , "ait.ac.th" , "Thailand" 
"Asian University of Science and Technology" , "http://www.asianust.ac.th/" , "asianust.ac.th" , "Thailand" 
"Assumption University of Thailand" , "http://www.au.edu/" , "au.edu" , "Thailand" 
"Bangkok University" , "http://www.bu.ac.th/" , "bu.ac.th" , "Thailand" 
"Burapha University" , "http://www.buu.ac.th/" , "buu.ac.th" , "Thailand" 
"Chaopraya University" , "http://www.cpu.ac.th/" , "cpu.ac.th" , "Thailand" 
"Chiang Mai Rajabhat University" , "http://www.cmru.ac.th/" , "cmru.ac.th" , "Thailand" 
"Chiang Mai University" , "http://www.chiangmai.ac.th/" , "chiangmai.ac.th" , "Thailand" 
"Chiang Mai Vocational College" , "http://www.cmvc.ac.th/" , "cmvc.ac.th" , "Thailand" 
"Chulalongkorn University" , "http://www.chula.ac.th/" , "chula.ac.th" , "Thailand" 
"Dhurakijpundit University" , "http://www.dpu.ac.th/" , "dpu.ac.th" , "Thailand" 
"Eastern Asia University" , "http://www.eau.ac.th/" , "eau.ac.th" , "Thailand" 
"Engineering Faculty of Asian University" , "http://www.efau.org/" , "efau.org" , "Thailand" 
"Hatyai University" , "http://www.hu.ac.th/" , "hu.ac.th" , "Thailand" 
"Huachiew Chalermprakiet University" , "http://www.hcu.ac.th/" , "hcu.ac.th" , "Thailand" 
"International Buddhist College" , "http://www.ibc.ac.th/" , "ibc.ac.th" , "Thailand" 
"Kasem Bundit University" , "http://www.kbu.ac.th/" , "kbu.ac.th" , "Thailand" 
"Kasetsart University" , "http://www.ku.ac.th/" , "ku.ac.th" , "Thailand" 
"Khon Kaen University" , "http://www.kku.ac.th/" , "kku.ac.th" , "Thailand" 
"King Mongkut's University of Technology Ladkrabang" , "http://www.kmitl.ac.th/" , "kmitl.ac.th" , "Thailand" 
"King Mongkut's University of Technology North Bangkok" , "http://www.kmutnb.ac.th/" , "kmutnb.ac.th" , "Thailand" 
"King Mongkut's University of Technology Thonburi" , "http://www.kmutt.ac.th/" , "kmutt.ac.th" , "Thailand" 
"Krirk University" , "http://www.krirk.ac.th/" , "krirk.ac.th" , "Thailand" 
"Lampang College of Commerce and Technology" , "http://www.lcct.ac.th/" , "lcct.ac.th" , "Thailand" 
"Lampang Rajabhat University" , "http://www.lpru.ac.th/" , "lpru.ac.th" , "Thailand" 
"Lampang Vocational College" , "http://www.lampangvc.ac.th/" , "lampangvc.ac.th" , "Thailand" 
"Lamphun College of Agriculture and Technology" , "http://www.lcat.ac.th/" , "lcat.ac.th" , "Thailand" 
"Mae Fah Luang University" , "http://www.mfu.ac.th/" , "mfu.ac.th" , "Thailand" 
"Maejo University" , "http://www.mju.ac.th/" , "mju.ac.th" , "Thailand" 
